Course Code,Course Name,Short Name,Short Name Alt,Section,Section URL,Call Number,Points,Day/Time,Location,Enrollment,Notes,Instructor,Type,Method of Instruction,Course Description,Number,Division,Open To,Section key
ECONG6206,Spring 2026 Economics GR6206 section 001,MICROECONOMIC ANALYSIS II-DISC,MICROECONOMIC ANALYSIS II,001,https://doc.sis.columbia.edu/subj/ECON/G6206-20261-001/,16816,0,T 4:10pm-5:40pm 233 Seeley W. Mudd Building,,"25 students (45 max) as of 11:06AM Monday, April 27, 2026",,Cole A Wittbrodt,DISCUSSION,In-Person,,GR6206,Graduate School of Arts and Sciences,GSAS,20261ECON6206G001
ECONG6212,Spring 2026 Economics GR6212 section 001,MICROECONOMIC ANALYSIS II,,001,https://doc.sis.columbia.edu/subj/ECON/G6212-20261-001/,12225,4,MW 10:10am-11:25am 520 Mathematics Building,,"26 students (45 max) as of 11:06AM Monday, April 27, 2026",,,LECTURE,In-Person,"Prerequisites: the director of graduate studies permission. Corequisites: ECON G6410. Consumer and producer behavior; general competitive equilibrium, welfare and efficiency, behavior under uncertainty, intertemporal allocation and capital theory, imperfect competition, elements of game theory, problems of information, economies with price rigidities.",GR6212,Graduate School of Arts and Sciences,GSAS,20261ECON6212G001
ECONW4251,Spring 2026 Economics GU4251 section 001,INDUSTRIAL ORGANIZATION,,001,https://doc.sis.columbia.edu/subj/ECON/W4251-20261-001/,12845,3,MW 4:10pm-5:25pm 602 Hamilton Hall,,"50 students (86 max) as of 11:06AM Monday, April 27, 2026",,Gautam Gowrisankaran,LECTURE,In-Person,"Prerequisites: ECON UN3211 and ECON UN3213 The study of industrial behavior based on game-theoretic oligopoly models. Topics include pricing models, strategic aspects of business practice, vertical integration, and technological innovation.",GU4251,Interfaculty,"Schools of the Arts, Barnard College, Columbia College, Engineering:Undergraduate, Engineering:Graduate, GSAS, Global Programs, General Studies, SIPA, Professional Studies",20261ECON4251W001
ECONW4500,Spring 2026 Economics GU4500 section 001,INTERNATIONAL TRADE,,001,https://doc.sis.columbia.edu/subj/ECON/W4500-20261-001/,12853,3,TR 4:10pm-5:25pm 517 Hamilton Hall,,"33 students (86 max) as of 11:06AM Monday, April 27, 2026",,Jonathan I Dingel,LECTURE,In-Person,"Prerequisites: ECON UN3211 and ECON UN3213 The theory of international trade, comparative advantage and the factor endowments explanation of trade, analysis of the theory and practice of commercial policy, economic integration. International mobility of capital and labor; the North-South debate.",GU4500,Interfaculty,"Schools of the Arts, Barnard College, Columbia College, Engineering:Undergraduate, Engineering:Graduate, GSAS, Global Programs, General Studies, SIPA, Professional Studies",20261ECON4500W001
EECSE6691,Spring 2026 Electrical Engineering and Computer Science E6691 section 001,TOPICS DATA-DRIVEN ANAL & COMP,Advanced Deep Learning,001,https://doc.sis.columbia.edu/subj/EECS/E6691-20261-001/,11527,3,W 10:10am-12:40pm 627 Seeley W. Mudd Building,,"18 students (50 max) as of 11:06AM Monday, April 27, 2026",,Zoran Kostic - homepage,LECTURE,In-Person,"Selected advanced topics in data-driven analysis and computation. Content varies from year to year, and different topics rotate through the course numbers 6690 to 6699.",E6691,School of Engineering and Applied Science: Graduate,"Barnard College, Columbia College, Engineering:Undergraduate, Engineering:Graduate, GSAS, General Studies",20261EECS6691E001
EECSE6699,Spring 2026 Electrical Engineering and Computer Science E6699 section 001,TOPICS DATA-DRIVEN ANAL & COMP,TPC: MATHEMATICS OF DEEP LEARN,001,https://doc.sis.columbia.edu/subj/EECS/E6699-20261-001/,16609,3,M 4:10pm-6:40pm 614 Schermerhorn Hall [SCH],,"118 students (115 max) as of 11:06AM Monday, April 27, 2026",,Predrag R Jelenkovic,LECTURE,In-Person,"Selected advanced topics in data-driven analysis and computation. Content varies from year to year, and different topics rotate through the course numbers 6690 to 6699.",E6699,School of Engineering and Applied Science: Graduate,,20261EECS6699E001
EECSE6895,Spring 2026 Electrical Engineering and Computer Science E6895 section 001,TOPICS-INFORMATION PROCESSING,TPC: Adv Big Data & AI,001,https://doc.sis.columbia.edu/subj/EECS/E6895-20261-001/,11536,3,T 7:00pm-9:30pm 501 Northwest Corner Building,,"73 students (80 max) as of 11:06AM Monday, April 27, 2026",,Ching-Yung Lin,LECTURE,In-Person,"Advanced topics spanning Electrical Engineering and Computer Science such as speech processing and recognition, image and multimedia content analysis, and other areas drawing on signal processing, information theory, machine learning, pattern recognition, and related topics. Content varies from year to year, and different topics rotate through the course numbers 6890 to 6899.  Topic: Advanced Big Data Analytics.",E6895,School of Engineering and Applied Science: Graduate,,20261EECS6895E001
EEORE6616,Spring 2026 Electrical Engineering: Operations Research E6616 section 001,CONVEX OPTIMIZATION,,001,https://doc.sis.columbia.edu/subj/EEOR/E6616-20261-001/,13265,3,MW 4:10pm-5:25pm 233 Seeley W. Mudd Building,,"17 students (40 max) as of 11:06AM Monday, April 27, 2026",,Bento Natura,LECTURE,In-Person,"Convex sets and functions, and operations preserving convexity. Convex optimization problems. Convex duality. Applications of convex optimization problems ranging from signal processing and information theory to revenue management. Convex optimization in Banach spaces. Algorithms for solving constrained convex optimization problems.",E6616,School of Engineering and Applied Science: Graduate,,20261EEOR6616E001
ELENE6883,Spring 2026 Electrical Engineering E6883 section 001,TOPICS IN SIGNAL PROCESSING,INTRO TO BLOCKCHAIN TECH,001,https://doc.sis.columbia.edu/subj/ELEN/E6883-20261-001/,11533,3,F 8:10am-10:00am 627 Seeley W. Mudd Building,,"49 students (50 max) as of 11:06AM Monday, April 27, 2026",,,LECTURE,In-Person,"Advanced topics in signal processing, such as multidimensional signal processing, image feature extraction, image/video editing and indexing, advanced digital filter design, multirate signal processing, adaptive signal processing, and wave-form coding of signals. Content varies from year to year, and different topics rotate through the course numbers 6880 to 6889.",E6883,School of Engineering and Applied Science: Graduate,,20261ELEN6883E001
IEMEE4200,Spring 2026 Industrial and Mechanical Engineering E4200 section 001,HUMAN-CENTERED DESIGN AND INNOVATION,HUMAN-CENTERED DESIGN & I,001,https://doc.sis.columbia.edu/subj/IEME/E4200-20261-001/,13266,3,W 11:25am-12:40pm 430 Riverside Church,,"58 students (60 max) as of 11:06AM Monday, April 27, 2026",,Harry West,LECTURE,In-Person,"Open to SEAS graduate and advanced undergraduate students, Business School, and GSAPP. Students from other schools may apply. Fast-paced introduction to human-centered design. Students learn the vocabulary of design methods, understanding of design process. Small group projects to create prototypes. Design of simple product, more complex systems of products and services, and design of business.",E4200,School of Engineering and Applied Science: Graduate,,20261IEME4200E001
IEMEE4200,Spring 2026 Industrial and Mechanical Engineering E4200 section 002,HUMAN-CENTERED DESIGN AND INNOVATION,HUMAN-CENTERED DESIGN & I,002,https://doc.sis.columbia.edu/subj/IEME/E4200-20261-002/,17196,3,W 4:10pm-5:25pm 430 Riverside Church,,"59 students (60 max) as of 11:06AM Monday, April 27, 2026",,Harry West,LECTURE,In-Person,"Open to SEAS graduate and advanced undergraduate students, Business School, and GSAPP. Students from other schools may apply. Fast-paced introduction to human-centered design. Students learn the vocabulary of design methods, understanding of design process. Small group projects to create prototypes. Design of simple product, more complex systems of products and services, and design of business.",E4200,School of Engineering and Applied Science: Graduate,,20261IEME4200E002
MATHG5030,Spring 2026 Mathematics GR5030 section 001,NUMERICAL METHODS IN FINANCE,NUMERICAL METHODS IN FINA,001,https://doc.sis.columbia.edu/subj/MATH/G5030-20261-001/,11113,3,TR 4:10pm-5:25pm 203 Mathematics Building,,"95 students (100 max) as of 11:06AM Monday, April 27, 2026",,Jaehyuk Choi,LECTURE,In-Person,"Prerequisites: some familiarity with the basic principles of partial differential equations, probability and stochastic processes, and of mathematical finance as provided, e.g. in MATH W5010. Prerequisites: some familiarity with the basic principles of partial differential equations, probability and stochastic processes, and of mathematical finance as provided, e.g. in MATH W5010. Review of the basic numerical methods for partial differential equations, variational inequalities and free-boundary problems. Numerical methods for solving stochastic differential equations; random number generation, Monte Carlo techniques for evaluating path-integrals, numerical techniques for the valuation of American, path-dependent and barrier options.",GR5030,Graduate School of Arts and Sciences,GSAS,20261MATH5030G001
MATHG5360,Spring 2026 Mathematics GR5360 section 001,MATH MTHDS-FIN PRICE ANALYSIS,MATH MTHDS-FIN PRICE ANAL,001,https://doc.sis.columbia.edu/subj/MATH/G5360-20261-001/,11097,3,S 7:00pm-9:20pm 312 Mathematics Building,,"85 students (100 max) as of 11:06AM Monday, April 27, 2026",,Alexei Chekhlov,LECTURE,In-Person,"Course covers modern statistical and physical methods of analysis and prediction of financial price data. Methods from statistics, physics and econometrics will be presented with the goal to create and analyze different quantitative investment models.",GR5360,Graduate School of Arts and Sciences,,20261MATH5360G001
MATHG5380,Spring 2026 Mathematics GR5380 section 001,MULTI-ASSET PORTFOLIO MGMT,MULTI-ASSET PORTFOLIO MGM,001,https://doc.sis.columbia.edu/subj/MATH/G5380-20261-001/,11098,3,MW 6:10pm-7:25pm 312 Mathematics Building,,"120 students (116 max) as of 11:06AM Monday, April 27, 2026",,,LECTURE,In-Person,"The course will cover practical issues such as: how to select an investment universe and instruments, derive long term risk/return forecasts, create tactical models, construct and implement an efficient portfolio,to take into account constraints and transaction costs, measure and manage portfolio risk, and analyze the performance of the total portfolio.",GR5380,Graduate School of Arts and Sciences,,20261MATH5380G001
MATHG5450,Spring 2026 Mathematics GR5450 section 001,Credit Analytics,,001,https://doc.sis.columbia.edu/subj/MATH/G5450-20261-001/,11100,3,F 1:10pm-3:40pm 401 Chandler,,"11 students (60 max) as of 11:06AM Monday, April 27, 2026",,,LECTURE,In-Person,"This course uses a combination of lectures and case studies to introduce students to the modern credit analytics. The objective for the course is to cover major analytic concepts, ideas with a focus on the underlying mathematics used in both credit risk management and credit valuation.  We will start from an empirical analysis of default probabilities (or PD), recovery rates and rating transitions. Then we will introduce the essential concepts of survival analysis as a scientiﬁc way to study default.  For credit portfolio we will study and compare diﬀerent approaches such as CreditPortfolio View, CreditRisk+ as well as copula function approach. For valuation we will cover both single name and portfolio models.",GR5450,Interfaculty,GSAS,20261MATH5450G001
MATHG6153,Spring 2026 Mathematics GR6153 section 001,PROBABILITY II,,001,https://doc.sis.columbia.edu/subj/MATH/G6153-20261-001/,11105,4.5,MW 1:10pm-2:25pm 507 Mathematics Building,,"4 students (20 max) as of 11:06AM Monday, April 27, 2026",,Julien Dubedat,LECTURE,In-Person,Prerequisites: MATH GR6151 MATH G4151 Analysis & Probability I. Continuation of MATH GR6152x (see fall listing).,GR6153,Graduate School of Arts and Sciences,GSAS,20261MATH6153G001
MATHW4041,Spring 2026 Mathematics GU4041 section 001,INTRO MODERN ALGEBRA I,,001,https://doc.sis.columbia.edu/subj/MATH/W4041-20261-001/,11085,3,MW 4:10pm-5:25pm 203 Mathematics Building,,"40 students (80 max) as of 11:06AM Monday, April 27, 2026",,Aise Johan de Jong,LECTURE,In-Person,"Prerequisites: MATH UN1102 and MATH UN1202 and MATH UN2010 or the equivalent. The second term of this course may not be taken without the first. Groups, homomorphisms, normal subgroups, the isomorphism theorems, symmetric groups, group actions, the Sylow theorems, finitely generated abelian groups.",GU4041,Interfaculty,,20261MATH4041W001
MATHW5010,Spring 2026 Mathematics GR5010 section 001,INTRO TO THE MATH OF FINANCE,INTRO TO THE MATH OF FINA,001,https://doc.sis.columbia.edu/subj/MATH/W5010-20261-001/,11093,3,MW 7:40pm-8:55pm 207 Mathematics Building,,"144 students (150 max) as of 11:06AM Monday, April 27, 2026",,Mikhail Smirnov,LECTURE,In-Person,"Prerequisites: MATH UN1102 and MATH UN1201 , or their equivalents. Introduction to mathematical methods in pricing of options, futures and other derivative securities, risk management, portfolio management and investment strategies with an emphasis of both theoretical and practical aspects. Topics include: Arithmetic and Geometric Brownian ,motion processes, Black-Scholes partial differential equation, Black-Scholes option pricing formula, Ornstein-Uhlenbeck processes, volatility models, risk models, value-at-risk and conditional value-at-risk, portfolio construction and optimization methods.",GR5010,Interfaculty,,20261MATH5010W001
MEIEE4810,,Section removed from the Directory of Classes,,001,https://doc.sis.columbia.edu/subj/MEIE/E4810-20261-001/,,,,,,,,,,,,,,
ORCSE4201,Spring 2026 Op Research - Computer Science E4201 section 001,Policy for Privacy Technologies,Policy for Privacy Techno,001,https://doc.sis.columbia.edu/subj/ORCS/E4201-20261-001/,17127,3,TR 11:40am-12:55pm 633 Seeley W. Mudd Building,,"32 students (30 max) as of 11:06AM Monday, April 27, 2026",,Rachel Cummings,LECTURE,In-Person,"Introduction to privacy technologies, their use in practice, and privacy regulations. Potential topics include anonymization, differential privacy, cryptography, secure multi-party computation, and legislation. Course material will be abased in real-world use cases of these tools.",E4201,School of Engineering and Applied Science: Graduate,"Engineering:Undergraduate, Engineering:Graduate",20261ORCS4201E001
STATG6202,Spring 2026 Statistics GR6202 section 001,STATISTICL INFERENCE THEORY II,STATISTICL INFERENCE THEO,001,https://doc.sis.columbia.edu/subj/STAT/G6202-20261-001/,14163,4,MW 2:40pm-3:55pm 903 School of Social Work,,"4 students (25 max) as of 11:06AM Monday, April 27, 2026",,Zhiliang Ying,LECTURE,In-Person,Prerequisites: STAT GR6201 Continuation of STAT G6201,GR6202,Graduate School of Arts and Sciences,GSAS,20261STAT6202G001
STATG6302,Spring 2026 Statistics GR6302 section 001,PROBABILITY THEORY II,,001,https://doc.sis.columbia.edu/subj/STAT/G6302-20261-001/,14161,4,TR 10:10am-11:25am 903 School of Social Work,,"8 students (25 max) as of 11:06AM Monday, April 27, 2026",,Marcel F Nutz,LECTURE,In-Person,"Prerequisites: STAT GR6301. Conditional distributions and expectations. Martingales; inequalities, convergence and closure properties, optimal stopping theorems, Burkholder-Gundy inequalities, Doob-Meyer decomposition, stochastic integration, Itos rule. Brownian motion: construction, invariance principles and random walks, study of sample paths, martingale representation results Girsanov Theorem. The heat equation, Feynman-Kac formula. Dirichlet problem, connections with potential theory. Introduction to Markov processes: semigroups and infinitesimal generators, diffusions, stochastic differential equations.",GR6302,Graduate School of Arts and Sciences,GSAS,20261STAT6302G001
STATG8101,Spring 2026 Statistics GR8101 section 001,TOPICS IN APPLIED STATISTICS,Applied Causality,001,https://doc.sis.columbia.edu/subj/STAT/G8101-20261-001/,14159,3,T 10:10am-12:00pm 331 Uris Hall,,"18 students (25 max) as of 11:06AM Monday, April 27, 2026",,David Blei,LECTURE,In-Person,".This seminar explores the principle of invariance and its role in causal reasoning. We will study algorithms that connect invariance to causality, how these ideas extend to representation learning, and examine applications across the sciences and social sciences. Some subjects will include invariant causal prediction, causal representation learning, robust learning from multiple environments, and empirical Bayes.",GR8101,Graduate School of Arts and Sciences,GSAS,20261STAT8101G001
STATG8201,Spring 2026 Statistics GR8201 section 001,Theoretical Statistics,,001,https://doc.sis.columbia.edu/subj/STAT/G8201-20261-001/,14158,3,R 2:00pm-4:00pm 304 Uris Hall,,"14 students (25 max) as of 11:06AM Monday, April 27, 2026",,Arian Maleki,COLLOQUIA,In-Person,.,GR8201,Graduate School of Arts and Sciences,GSAS,20261STAT8201G001
STATQ8301,Spring 2026 Statistics GR8301 section 001,TOPICS IN PROBABILITY THEORY,TOPICS IN PROBABILITY THE,001,https://doc.sis.columbia.edu/subj/STAT/Q8301-20261-001/,14281,3,T 2:10pm-4:00pm 1025 School of Social Work,,"6 students (25 max) as of 11:06AM Monday, April 27, 2026",,Konstantinos Fokianos,COLLOQUIA,In-Person,,GR8301,Graduate School of Arts and Sciences,,20261STAT8301Q001
STATW4001,Spring 2026 Statistics GU4001 section 001,INTRODUCTION TO PROBABILITY AND STATISTI,INTRODUCTION TO PROB & ST,001,https://doc.sis.columbia.edu/subj/STAT/W4001-20261-001/,13908,3,TR 6:10pm-7:25pm 614 Schermerhorn Hall [SCH],,"19 students (125 max) as of 11:06AM Monday, April 27, 2026",,Alberto Gonzalez Sanz,LECTURE,In-Person,"Prerequisites: Calculus through multiple integration and infinite sums. A calculus-based tour of the fundamentals of probability theory and statistical inference. Probability models, random variables, useful distributions, conditioning, expectations, law of large numbers, central limit theorem, point and confidence interval estimation, hypothesis tests, linear regression. This course replaces SIEO 4150.",GU4001,Interfaculty,"Barnard College, Columbia College, Engineering:Undergraduate, Engineering:Graduate, GSAS, General Studies, SIPA, Professional Studies",20261STAT4001W001
