Section key,Course Code,Course Name,Section,Short Name,Points,Location,Enrollment,Notes,Instructor,Type,Method of Instruction,Course Description,Division,MSOR,MSIE,MSBA,MSE,MSFE,Day,Time_start,Time_end
20261IEOR4004E001,IEOR4004,Spring 2026 Industrial Engineering and Operations Research E4004 OPTIMIZATION MODELS AND METHODS,001,OPTIMIZATION MODELS AND M,3,428 Pupin Laboratories,"140 students (140 max) as of April 27, 2026 / Full",,Yaren Kaya,LECTURE,In-Person,"A graduate course only for MS&E, IE, and OR students. This is also required for students in the Undergraduate Advanced Track. For students who have not studied linear programming. Some of the main methods used in IEOR applications involving deterministic models: linear programming, the simplex method, nonlinear, integer and dynamic programming.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",13.166666666666666,14.416666666666666
20261IEOR4004E002,IEOR4004,Spring 2026 Industrial Engineering and Operations Research E4004 OPTIMIZATION MODELS AND METHODS,002,OPTIMIZATION MODELS AND M,3,207 Mathematics Building,"127 students (147 max) as of April 27, 2026",,Yaren Kaya,LECTURE,In-Person,"A graduate course only for MS&E, IE, and OR students. This is also required for students in the Undergraduate Advanced Track. For students who have not studied linear programming. Some of the main methods used in IEOR applications involving deterministic models: linear programming, the simplex method, nonlinear, integer and dynamic programming.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",16.166666666666668,17.416666666666668
20261IEOR4010E001,IEOR4010,Spring 2026 Industrial Engineering and Operations Research E4010 Artificial Intelligence for OR and FE,001,AI for OR & FE,3,313 Fayerweather,"41 students (60 max) as of April 27, 2026",,,SEMINAR,In-Person,"Introduces modern artificial intelligence (AI), focus on applications to operations and decision-making in domains such as healthcare, finance, energy systems, and supply chain management. Topics: machine learning, neural networks, large language models (LLMs), reinforcement learning, game theory, multi-agent systems, and agentic frameworks.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",10.166666666666666,11.416666666666666
20261IEOR4102E001,IEOR4102,Spring 2026 Industrial Engineering and Operations Research E4102 STOCHASTIC MODELING FOR MSE,001,STOCHASTIC MODELING FOR M,3,142 Uris Hall,"84 students (95 max) as of April 27, 2026",,Karl Sigman,LECTURE,In-Person,"Introduction to stochastic processes and models, with emphasis on applications to engineering and management; random walks, gambler’s ruin problem, Markov chains in both discrete and continuous time, Poisson processes, renewal processes, stopping times, Wald’s equation, binomial lattice model for pricing risky assets, simple option pricing; simulation of simple stochastic processes, Brownian motion, and geometric Brownian motion. A specialized version of IEOR E4106 for MSE students.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",13.166666666666666,14.416666666666666
20261IEOR4106E001,IEOR4106,Spring 2026 Industrial Engineering and Operations Research E4106 STOCHASTIC MODELS,001,,3,428 Pupin Laboratories,"132 students (135 max) as of April 27, 2026",,Antonius B Dieker,LECTURE,In-Person,"Some of the main stochastic models used in engineering and operations research applications: discrete-time Markov chains, Poisson processes, birth and death processes and other continuous Markov chains, renewal reward processes. Applications: queueing, reliability, inventory, and finance.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",17.666666666666668,18.916666666666668
20261IEOR4108E001,IEOR4108,Spring 2026 Industrial Engineering and Operations Research E4108 SUPPLY CHAIN ANALYTICS,001,,3,633 Seeley W. Mudd Building,"40 students (47 max) as of April 27, 2026",Professor Elioth Sanabria,Elioth Sanabria Buenaventura,LECTURE,In-Person,"Supply chain management, model design of a supply chain network, inventories, stock systems, commonly used inventory models, supply contracts, value of information and information sharing, risk pooling, design for postponement, managing product variety, information technology and supply chain management; international and environmental issues. Note: replaced IEOR E4000 beginning in fall 2018.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Tuesday', 'Thursday']",13.166666666666666,14.416666666666666
20261IEOR4111E001,IEOR4111,Spring 2026 Industrial Engineering and Operations Research E4111 OPERATIONS CONSULTING,001,,3,501 Northwest Corner Building,"0 students (90 max) as of April 27, 2026",MSE only,Soulaymane Kachani,LECTURE,In-Person,"Aims to develop and harness the modeling, analytical, and managerial skills of engineering students and apply them to improve the operations of both service and manufacturing firms. Structured as a hands-on laboratory in which students ""learn by doing"" on real-world consulting projects (October to May). The student teams focus on identifying, modeling, and testing (and sometimes implementing) operational improvements and innovations with high potential to enhance the profitability and/or achieve sustainable competitive advantage for their sponsor companies. The course is targeted toward students planning careers in technical consulting (including operations consulting) and management consulting, or pursuing positions as business analysts in operations, logistics, supply chain and revenue management functions, positions in general management, and future entrepreneurs.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Thursday'],19.166666666666668,21.666666666666668
20261IEME4200E001,IEME4200,Spring 2026 Industrial and Mechanical Engineering E4200 HUMAN-CENTERED DESIGN AND INNOVATION,001,HUMAN-CENTERED DESIGN & I,3,CIN ALFRED LERNE | 430 Riverside Church,"58 students (60 max) as of April 27, 2026",Not approved for MSFE. Lectures held in Lerner Cinema. Desig,Harry West,LECTURE,In-Person,"Open to SEAS graduate and advanced undergraduate students, Business School, and GSAPP. Students from other schools may apply. Fast-paced introduction to human-centered design. Students learn the vocabulary of design methods, understanding of design process. Small group projects to create prototypes. Design of simple product, more complex systems of products and services, and design of business.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Wednesday'],10.166666666666666,11.416666666666666
20261IEME4200E002,IEME4200,Spring 2026 Industrial and Mechanical Engineering E4200 HUMAN-CENTERED DESIGN AND INNOVATION,002,HUMAN-CENTERED DESIGN & I,3,CIN ALFRED LERNE | 430 Riverside Church,"59 students (60 max) as of April 27, 2026",Not approved for MSFE. Lectures held in Lerner Cinema. Desig,Harry West,LECTURE,In-Person,"Open to SEAS graduate and advanced undergraduate students, Business School, and GSAPP. Students from other schools may apply. Fast-paced introduction to human-centered design. Students learn the vocabulary of design methods, understanding of design process. Small group projects to create prototypes. Design of simple product, more complex systems of products and services, and design of business.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Wednesday'],10.166666666666666,11.416666666666666
20261ORCS4201E001,ORCS4201,Spring 2026 Op Research - Computer Science E4201 Policy for Privacy Technologies,001,Policy for Privacy Techno,3,633 Seeley W. Mudd Building,"32 students (30 max) as of April 27, 2026 / Full",,Rachel Cummings,LECTURE,In-Person,"Introduction to privacy technologies, their use in practice, and privacy regulations. Potential topics include anonymization, differential privacy, cryptography, secure multi-party computation, and legislation. Course material will be abased in real-world use cases of these tools.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Tuesday', 'Thursday']",11.666666666666666,12.916666666666666
20261CSOR4231E001,CSOR4231,Spring 2026 Computer Science and Operations Research E4231 ANALYSIS OF ALGORITHMS I,001,,3,303 Uris Hall,"11 students (50 max) as of April 27, 2026",,Daniel Bienstock,LECTURE,In-Person,"Prerequisites: COMS W3134, COMS W3136, or COMS W3137, and COMS W3203. Introduction to the design and analysis of efficient algorithms. Topics include models of computation, efficient sorting and searching, algorithms for algebraic problems, graph algorithms, dynamic programming, probabilistic methods, approximation algorithms, and NP-completeness.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",14.666666666666666,15.916666666666666
20261IEOR4402E001,IEOR4402,"Spring 2026 Industrial Engineering and Operations Research E4402 Corporate Finance, Accounting & Investme",001,"CorpFin, Account & Invest",3,303 Seeley W. Mudd Building,"67 students (67 max) as of April 27, 2026 / Full",,Rodney Sunada-Wong,LECTURE,In-Person,"For students considering working in Investment  Banking or in the Finance department of a  Corporation. After a brief two-lecture intro  to Accounting, it focuses on Corporate  Finance. [Important: class will not meet Jan  29, 2026 and will instead have a make-up class  on a Friday!] Interpret financial statements,  build cash flow models, value projects, value  companies, and make Corporate Finance  decisions. Additional topics include: cost of  capital, dividend policy, debt policy, impact  of taxes, Shareholder / Debtholder agency  costs, dual-class shares, using option pricing  theory to analyze management behavior,  investment banking activities, including  equity underwriting, syndicated lending,  venture capital, private equity investing,  private equity secondaries, capital structure  arbitrage. Application of theory in real-world  situations: analyzing financial activities of  companies such as Google, Tesla, etc.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Thursday'],16.5,19.0
20261IEOR4404E001,IEOR4404,Spring 2026 Industrial Engineering and Operations Research E4404 SIMULATION,001,,3,207 Mathematics Building,"152 students (152 max) as of April 27, 2026 / Full",,Henry Lam,LECTURE,In-Person,"Generation of random numbers from given distributions; variance reduction; statistical output analysis; introduction to simulation languages; application to financial, telecommunications, computer, and production systems. Graduate students must register for 3 points. Undergraduate students must register for 4 points. Note: Students who have taken IEOR E4703 Monte Carlo simulation may not register for this course for credit. Recitation section required.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Tuesday', 'Thursday']",14.666666666666666,15.916666666666666
20261IEOR4405E001,IEOR4405,Spring 2026 Industrial Engineering and Operations Research E4405 PRODUCTION SCHEDULING,001,,3,633 Seeley W. Mudd Building,"14 students (60 max) as of April 27, 2026",,Clifford Stein,LECTURE,In-Person,"Required for undergraduate students majoring in IE and OR. Job shop scheduling: parallel machines, machines in series; arbitrary job shops. Algorithms, complexity, and worst-case analysis. Effects of randomness: machine breakdowns, random processing time. Term project.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Tuesday', 'Thursday']",8.666666666666666,9.916666666666666
20261IEOR4505E001,IEOR4505,Spring 2026 Industrial Engineering and Operations Research E4505 OPERATION RES IN PUBLIC POLICY,001,OR in Public Policy,3,717 Hamilton Hall,"32 students (50 max) as of April 27, 2026",,Eric Stratman,LECTURE,In-Person,"Aims to give the student a broad overview of the role of Operations Research in public policy. The specific areas covered include voting theory, apportionment, deployment of emergency units, location of hazardous facilities, health care, organ allocation, management of natural resources, energy policy, and aviation security. Draws on a variety techniques such as linear and integer programming, statistical and probabilistic methods, decision analysis, risk analysis, and analysis and control of dynamic systems.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",11.666666666666666,12.916666666666666
20261IEOR4510E001,IEOR4510,Spring 2026 Industrial Engineering and Operations Research E4510 PROJECT MANAGEMENT,001,Project Mgmt of Complex System,3,517 Hamilton Hall,"25 students (80 max) as of April 27, 2026",,Dave Begun,LECTURE,In-Person,"Management of complex projects and the tools that are available to assist managers with such projects. Topics include project selection, project teams and organizational issues, project monitoring and control, project risk management, project resource management, and managing multiple projects.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Friday'],10.166666666666666,12.666666666666666
20261IEOR4511E001,IEOR4511,Spring 2026 Industrial Engineering and Operations Research E4511 Industry Projects in Analytics & Operati,001,Industry Projs in Analyti,3,CIN ALFRED LERNE,"53 students (150 max) as of April 27, 2026",,Michael Robbins,LECTURE,In-Person,"Teams of students work on real-world projects in analytics. Focus on three aspects of analytics: identifying client analytical requirements; assembling, cleaning and organizing data; identifying and implementing analytical techniques (e.g., statistics and/or machine learning); and delivering results in a client-friendly format. Each project has a defined goal and pre-identified data to analyze in one semester. Client facing class. Class requires 10 hours of time per week and possible client visits on Fridays.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Monday'],9.0,11.5
20261IEOR4523E001,IEOR4523,Spring 2026 Industrial Engineering and Operations Research E4523 Data Analytics and Machine Learning,001,Data Analytics and ML,3,833 Seeley W. Mudd Building,"11 students (100 max) as of April 27, 2026",Requires co-requisite of IEOR E4501 or waiver exam. NO MSFE,Uday Menon,LECTURE,In-Person,"IEOR students only; priority to MSBA students. Practical survey of Python tools for acquiring, cleaning, and analyzing data. Techniques for obtaining data from files, web scraping, and APIs (CSV, HTML, JSON, XML); performing core data-cleaning tasks; and using data analysis, machine learning, and visualization  libraries (NumPy, Pandas, Matplotlib, Seaborn, TensorFlow/Keras). Introduces foundational machine learning and deep learning concepts, including backpropagation, gradient descent, and implementation of neural networks with TensorFlow/Keras. Covers text mining using word, sentence, and document embeddings. Includes a group project requiring students to collect, store, and analyze a dataset of their choice and build a predictive model.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Tuesday', 'Thursday']",16.166666666666668,17.416666666666668
20261IEOR4524E001,IEOR4524,Spring 2026 Industrial Engineering and Operations Research E4524 ANALYTICS IN PRACTICE,001,,3,301 Pupin Laboratories,"255 students (260 max) as of April 27, 2026",MSBA students section,Hardeep Johar,LECTURE,In-Person,"MSBA students only. Groups of students will work on real world projects in analytics, focusing on three aspects: identifying client analytical requirements; assembling, cleaning, and organizing data; identifying and implementing analytical techniques (statistics, OR, machine learning); and delivering results in a client-friendly format. Each project has a well-defined goal, comes with sources of data preidentified, and has been structured so that it can be completed in one semester. Client-facing class with numerous on-site client visits; students should keep Fridays clear for this purpose.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Thursday'],19.166666666666668,21.666666666666668
20261IEOR4524E002,IEOR4524,Spring 2026 Industrial Engineering and Operations Research E4524 ANALYTICS IN PRACTICE,002,,3,327 Seeley W. Mudd Building,"21 students (30 max) as of April 27, 2026",Undergraduate Section Only,Yaren Kaya,LECTURE,In-Person,"MSBA students only. Groups of students will work on real world projects in analytics, focusing on three aspects: identifying client analytical requirements; assembling, cleaning, and organizing data; identifying and implementing analytical techniques (statistics, OR, machine learning); and delivering results in a client-friendly format. Each project has a well-defined goal, comes with sources of data preidentified, and has been structured so that it can be completed in one semester. Client-facing class with numerous on-site client visits; students should keep Fridays clear for this purpose.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Tuesday'],16.166666666666668,18.666666666666668
20261IEOR4525E001,IEOR4525,Spring 2026 Industrial Engineering and Operations Research E4525 MACHINE LEARNING FE & OPR,001,,3,142 Uris Hall,"40 students (68 max) as of April 27, 2026",,Daniel Bienstock,LECTURE,In-Person,"MS IEOR students only. Introduction to machine learning, practical use of ML algorithms and applications to financial engineering and operations. Supervised learning: regression, classification, resampling methods, regularization, support vector machines (SVMs), and deep learning. Unsupervised learning: dimensionality reduction, matrix decomposition, and clustering algorithms.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",16.166666666666668,17.416666666666668
20261IEOR4532E001,IEOR4532,Spring 2026 Industrial Engineering and Operations Research E4532 Visualization and Storytelling with Data,001,Data Visualization,1.5,313 Fayerweather,"59 students (60 max) as of April 27, 2026","Meets 9-5pm in April 10, 17th, and April 24th. Students are",Michelle Glaser,LECTURE,In-Person,Data visualization and how to build a story with data. Using complex data or statistics to communicate results effectively. Learn to present analysis and results conscisely and effectively.,School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Friday'],9.0,17.0
20261IEOR4533E001,IEOR4533,"Spring 2026 Industrial Engineering and Operations Research E4533 Performance, Objectives, & Results Using",001,"Performance,Objectivesℜ",1.5,313 Fayerweather,"61 students (65 max) as of April 27, 2026","Meets all day Fri, Sat, Sun in Term A on 1/30, 1/31, 2/1 all",Nicolas Chikhani,LECTURE,In-Person,"OKR framework and different variations. Measurement techniques (A/B testing, validation, correlation, etc.) Identifying what to measure in product experience and business initiatives. Data-driven decision making.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Friday', 'Saturday', 'Sunday']",9.0,17.0
20261IEOR4534E001,IEOR4534,Spring 2026 Industrial Engineering and Operations Research E4534 Applied Analytics: from Data to Decision,001,Applied Analytic Data-Dec,3,702 Hamilton Hall,"80 students (80 max) as of April 27, 2026 / Full",,Fabrizio Lecci,LECTURE,In-Person,"Applied Analytics focus querying and transforming data with SQL, defining and visualizing metrics, measuring impact of products / processes. Tools and techniques to convert raw data to business decisions, statistical analysis. Be able to apply these techniques to real-world datasets.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Tuesday', 'Thursday']",10.166666666666666,11.416666666666666
20261IEOR4540E001,IEOR4540,Spring 2026 Industrial Engineering and Operations Research E4540 DATA MINING,001,,3,310 Fayerweather,"46 students (60 max) as of April 27, 2026",,Krzysztof M Choromanski,LECTURE,In-Person,"Course covers major statistical learning methods for data mining under both supervised and unsupervised settings. Topics covered include linear regression and classification, model selection and regularization, tree-based methods, support vector machines, and unsupervised learning. Students learn about principles underlying each method, how to determine which methods are most suited to applied settings, concepts behind model fitting and parameter tuning, and how to apply methods in practice and assess their performance. Emphasizes roles of statistical modeling and optimization in data mining.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Wednesday'],19.0,21.5
20261IEOR4570E001,IEOR4570,Spring 2026 Industrial Engineering and Operations Research E4570 TOPICS IN OPERATIONS RESEARCH,001,Queueing Theory,3,829 Seeley W. Mudd Building,"2 students (40 max) as of April 27, 2026",Topics : Queueing Theories,Karl Sigman,LECTURE,In-Person,"Each offering of this course is devoted to a particular sector of Operations Research and its contemporary research, practice, and approaches. If topics are different, then course can be taken more than once for credit. or Special topics arranged as the need and availability arises. Topics are usually offered on a one-time basis. Since the content of this course changes each time it is offered, it may be repeated for credit. Consult the department for section assignment.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",16.166666666666668,17.416666666666668
20261IEOR4571E001,IEOR4571,Spring 2026 Industrial Engineering and Operations Research E4571 TOPICS IN OPERATIONS RESEARCH,001,Tech Ethics in AI,1.5,331 Uris Hall,"10 students (50 max) as of April 27, 2026","""1.5 Credit Term B course on """"Technology Ethics for the Age",Gary Kazantsev,LECTURE,In-Person,"Special topics arranged as the need and availability arises. Topics are usually offered on a one-time basis. Since the content of this course changes each time it is offered, it may be repeated for credit. Consult the department for section assignment.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Friday'],15.0,17.5
20261IEOR4573E001,IEOR4573,Spring 2026 Industrial Engineering and Operations Research E4573 TOPICS IN OR,001,Business App of LLMs,1.5,601 Sherman Fairchild Life Sciences Building,"11 students (55 max) as of April 27, 2026",1.5 Credit course. Class ends in March.,Mahir Yavuz,LECTURE,In-Person,"Each offering of this course is devoted to a particular sector of Operations Research and its contemporary research, practice, and approaches. If topics are different, then course can be taken more than once for credit.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Wednesday'],17.666666666666668,20.166666666666668
20261IEOR4574E001,IEOR4574,Spring 2026 Industrial Engineering and Operations Research E4574 TOPICS IN OR,001,Analytics Engineering,3,702 Hamilton Hall,"60 students (60 max) as of April 27, 2026 / Full",,Fabrizio Lecci,LECTURE,In-Person,"Each offering of this course is devoted to a particular sector of Operations Research and its contemporary research, practice, and approaches. If topics are different, then course can be taken more than once for credit.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Tuesday', 'Thursday']",11.666666666666666,12.916666666666666
20261IEOR4575E001,IEOR4575,Spring 2026 Industrial Engineering and Operations Research E4575 TOPICS IN OPERATIONS RESEARCH,001,AI & Digi Transformation,3,331 Uris Hall,"33 students (45 max) as of April 27, 2026",DSI and IEOR students Priority,Grace Lin,LECTURE,In-Person,,School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Monday'],13.166666666666666,15.666666666666666
20261IEOR4576E001,IEOR4576,Spring 2026 Industrial Engineering and Operations Research E4576 TOPICS IN OPERATIONS RESEARCH,001,Agentic AI for Analytics,3,516 Hamilton Hall,"50 students (45 max) as of April 27, 2026 / Full",MSFE students not allowed. Priority to IEOR and DSI students,Devon Peticolas,LECTURE,In-Person,"Each offering of this course is devoted to a particular sector of Operations Research and its contemporary research, practice, and approaches. If topics are different, then course can be taken more than once for credit. or Special topics arranged as the need and availability arises. Topics are usually offered on a one-time basis. Since the content of this course changes each time it is offered, it may be repeated for credit. Consult the department for section assignment.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Monday'],19.0,21.5
20261IEOR4577E001,IEOR4577,Spring 2026 Industrial Engineering and Operations Research E4577 TOPICS IN OPERATIONS RESEARCH,001,Comm for Data Leaders,1.5,326 Uris Hall,"8 students (50 max) as of April 27, 2026",Class runs 2/6 to 4/3,Casandra Campbell,LECTURE,In-Person,"Special topics arranged as the need and availability arises. Topics are usually offered on a one-time basis. Since the content of this course changes each time it is offered, it may be repeated for credit. Consult the department for section assignment.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Friday'],13.0,16.0
20261IEOR4578E001,IEOR4578,Spring 2026 Industrial Engineering and Operations Research E4578 TOPICS IN OPERATION RESEARCH,001,Forecasting realworld app,3,702 Hamilton Hall,"42 students (80 max) as of April 27, 2026","DSI Section, MS DS receive priority enrollment",Syed W Haider,LECTURE,In-Person,"Each offering of this course is devoted to a particular sector of Operations Research and its contemporary research, practice, and approaches. If topics are different, then course can be taken more than once for credit. or Special topics arranged as the need and availability arises. Topics are usually offered on a one-time basis. Since the content of this course changes each time it is offered, it may be repeated for credit. Consult the department for section assignment.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Thursday'],19.0,21.5
20261IEOR4579E001,IEOR4579,Spring 2026 Industrial Engineering and Operations Research E4579 TOPICS IN OR,001,MACHINE LEARNING IN PRACT,3,413 Kent Hall,"55 students (70 max) as of April 27, 2026",,Gary Kazantsev,LECTURE,In-Person,"Special topics arranged as the need and availability arises. Topics are usually offered on a one-time basis. Since the content of this course changes each time it is offered, it may be repeated for credit. Consult the department for section assignment.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Tuesday'],17.666666666666668,20.166666666666668
20261IEOR4601E001,IEOR4601,Spring 2026 Industrial Engineering and Operations Research E4601 DYNAMIC PRICING/REVENUE MGMT,001,,3,415 Schapiro [SCEP],"27 students (30 max) as of April 27, 2026",,Vineet Goyal,LECTURE,In-Person,"Focus on capacity allocation, dynamic pricing and revenue management. Perishable and/or limited product and pricing implications. Applications to various industries including service, airlines, hotel, resource rentals, etc.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",11.666666666666666,12.916666666666666
20261IEOR4630E001,IEOR4630,Spring 2026 Industrial Engineering and Operations Research E4630 ASSET ALLOCATION,001,,3,303 Seeley W. Mudd Building,"53 students (60 max) as of April 27, 2026",,Christopher A Perez,LECTURE,In-Person,"Models for pricing and hedging equity, fixed-income, credit-derivative securities, standard tools for hedging and risk management, models and theoretical foundations for pricing equity options (standard European, American equity options, Asian options), standard Black-Scholes model (with multiasset extension), asset allocation, portfolio optimization, investments over longtime horizons, and pricing of fixed-income derivatives (Ho-Lee, Black-Derman-Toy, Heath-Jarrow-Morton interest rate model).",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Tuesday'],14.666666666666666,17.166666666666668
20261IEOR4650E001,IEOR4650,Spring 2026 Industrial Engineering and Operations Research E4650 BUSINESS ANALYTICS,001,,3,833 Seeley W. Mudd Building,"40 students (86 max) as of April 27, 2026",Undergrad and MS students. No MSBA or MSFE students.,Uday Menon,LECTURE,In-Person,"This course focuses on how to identify, evaluate, and capture business analytic opportunities that create value. The course covers basic analytic methods alongside case studies on organizations that successfully deployed these techniques. The first part of the course is on using data to develop insights and predictive capabilities with machine learning techniques. The second part focuses on the use of A/B testing, causal inference, ethics, and optimization to support decision-making.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Tuesday', 'Thursday']",14.666666666666666,15.916666666666666
20261IEOR4700E001,IEOR4700,Spring 2026 Industrial Engineering and Operations Research E4700 INTRO TO FINANCIAL ENGINEERING,001,,3,614 Schermerhorn Hall [SCH],"95 students (100 max) as of April 27, 2026",,Anran Hu,LECTURE,In-Person,"Prerequisite(s): IEOR E4106 or E3106. Required for undergraduate students majoring in OR:FE. Introduction to investment and financial instruments via portfolio theory and derivative securities, using basic operations research/engineering methodology. Portfolio theory, arbitrage; Markowitz model, market equilibrium, and the capital asset pricing model. General models for asset price fluctuations in discrete and continuous time. Elementary introduction to Brownian motion and geometric Brownian motion. Option theory; Black-Scholes equation and call option formula. Computational methods such as Monte Carlo simulation.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",11.666666666666666,12.916666666666666
20261IEOR4703E001,IEOR4703,Spring 2026 Industrial Engineering and Operations Research E4703 MONTE CARLO SIMULATION METHODS,001,Monte Carlo Simulation,3,501 Schermerhorn Hall [SCH],"154 students (160 max) as of April 27, 2026",,Ali Hirsa,LECTURE,In-Person,"This graduate course is only for M.S. Program in Financial Engineering students. Multivariate random number generation, bootstrapping, Monte Carlo simulation, efficiency improvement techniques. Simulation output analysis, Markov-chain Monte Carlo. Applications to financial engineering. Introduction to financial engineering simulation software and exposure to modeling with real financial data. Note: Students who have taken IEOR E4404 Simulation may not register for this course for credit.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Tuesday', 'Thursday']",8.666666666666666,9.916666666666666
20261IEOR4704E001,IEOR4704,Spring 2026 Industrial Engineering and Operations Research E4704 Foundations of Financial Technology,001,Foundations of FinTech,3,602 Hamilton Hall,"42 students (50 max) as of April 27, 2026",,Wenpin Tang,SEMINAR,In-Person,"Introduces emerging area of Financial Technology (FinTech) within decentralized finance (DeFi) and blockchains. Topics: blockchain fundamentals: major (permissionless) blockchain protocols, permissioned blockchains, and their applications; DeFi fundamentals: Layer-2 primitives (AMMs, lending, liquidity staking, MEV, etc) and stablecoins; markets and trading: market microstructure and on-chain data analytics; and emerging applications: institutional DeFi, real-world asset tokenizations (RWAs), and AI integration. Emphasis on both mathematical foundations and empirical designs.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Tuesday', 'Thursday']",16.166666666666668,17.416666666666668
20261IEOR4707E001,IEOR4707,Spring 2026 Industrial Engineering and Operations Research E4707 FE CONTINUOUS TIME MODELS,001,FE: CONTINUOUS TIME MODEL,3,301 Uris Hall,"152 students (160 max) as of April 27, 2026",,Xunyu Zhou,LECTURE,In-Person,"This graduate course is only for MS program in FE students. Modeling, analysis, and computation of derivative securities. Applications of stochastic calculus and stochastic differential equations. Numerical techniques: finite-difference, binomial method, and Monte Carlo.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",14.666666666666666,15.916666666666666
20261IEOR4709E001,IEOR4709,Spring 2026 Industrial Engineering and Operations Research E4709 STATISTICAL ANALYSIS AND TIME SERIES,001,STATISTICAL ANALYSIS & TIME SE,3,501 Schermerhorn Hall [SCH],"153 students (163 max) as of April 27, 2026",,Agostino Capponi,LECTURE,In-Person,"This graduate course is only for M.S. Program in Financial Engineering students. Empirical analysis of asset prices: heavy tails, test of the predictability of stock returns. Financial time series: ARMA, stochastic volatility, and GARCH models. Regression models: linear regression and test of CAPM, non-linear regression and fitting of term structures.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,"['Monday', 'Wednesday']",11.666666666666666,12.916666666666666
20261IEOR4718E001,IEOR4718,Spring 2026 Industrial Engineering and Operations Research E4718 INTRO-IMPLIED VOLATILITY SMILE,001,BEYOND BLACK-SCHOLES: IMPLIED,3,313 Fayerweather,"78 students (80 max) as of April 27, 2026",Undergrads can only register during cross registration,Amal Moussa,LECTURE,In-Person,"During the past 15 years the behavior of market options prices have shown systematic deviations from the classic Black-Scholes model. Examines the empirical behavior of implied volatilities, in particular the volatility smile that now characterizes most markets, the mathematics and intuition behind new models that can account for the smile, and their consequences for hedging and valuation.",School of Engineering and Applied Science: Graduate,elective,elective,elective,elective,elective,['Thursday'],19.0,21.5
