Section key,Course Code,Course Name,Section,Short Name,Points,Location,Enrollment,Notes,Instructor,Type,Method of Instruction,Course Description,Division,MSOR,MSIE,MSBA,MSE,MSFE,Day,Time_start,Time_end
20261ACCT8030B001,ACCTB8030,Spring 2026 Accounting B8030 section 001,001,LBO & Bankruptcy Transactions,1.5,890 Kravis Hall,"21 students (50 max) as of 11:06AM Monday, April 27, 2026",,Radha Radhakrishna,LECTURE,In-Person,"The purpose of this course is to provide you with an overview of LBO strategies and to introduce you to restructuring and the bankruptcy process. During the course, you will learn how to build a basic financial model and adapt it for LBO transactions. This is an advanced and technical course. If reviewing arcane accounting and legal rules does not bring you joy, you are forewarned! You will see plenty of both in the course. During the course, we will learn to: 1. Build a basic integrated financial models (IS, BS and CFS) 2. Adapt the financial model to study the effect of LBO transactions 3. Study the impact of different deal structures, accounting choices, operating assumptions and financing decisions on firm value, liquidity, profitability, returns and other financial metrics. 4. Learn about alternative exit and restructuring strategies. 5. Understand the bankruptcy process – debt restructuring and fresh start models.",School of Business,elective,elective,elective,breadth,elective,['Tuesday'],9.0,12.25
20261ACCT8030B002,ACCTB8030,Spring 2026 Accounting B8030 section 002,002,LBO & Bankruptcy Transactions,1.5,620 Kravis Hall,"36 students (50 max) as of 11:06AM Monday, April 27, 2026",,Radha Radhakrishna,LECTURE,In-Person,"The purpose of this course is to provide you with an overview of LBO strategies and to introduce you to restructuring and the bankruptcy process. During the course, you will learn how to build a basic financial model and adapt it for LBO transactions. This is an advanced and technical course. If reviewing arcane accounting and legal rules does not bring you joy, you are forewarned! You will see plenty of both in the course. During the course, we will learn to: 1. Build a basic integrated financial models (IS, BS and CFS) 2. Adapt the financial model to study the effect of LBO transactions 3. Study the impact of different deal structures, accounting choices, operating assumptions and financing decisions on firm value, liquidity, profitability, returns and other financial metrics. 4. Learn about alternative exit and restructuring strategies. 5. Understand the bankruptcy process – debt restructuring and fresh start models.",School of Business,elective,elective,elective,breadth,elective,['Tuesday'],18.0,21.25
20261ACCT8122B001,ACCTB8122,Spring 2026 Accounting B8122 section 001,001,Accounting for Consultants,3.0,820 Kravis Hall,"48 students (74 max) as of 11:06AM Monday, April 27, 2026",,Tim Baldenius,LECTURE,In-Person,"This elective course covers accounting tools useful to consultants, as well as for students with an interest in a firm’s finance function, general management, or private equity. There will be a particular focus on performance measurement and management. Performance measurement is a key determinant of success for today’s companies that sell a wide range of products and services to a wide range of customers differentiated in their needs. While financial accounting (GAAP) information is a useful shortcut toward gaining some understanding of a firm’s financial health, consultants and managers need a more solid understanding of the firm’s strategy and mission, as well as disaggregated information that helps assess how the firm is performing along its strategic objectives. There is overlap between this course and the half-semester course “Financial Planning & Analysis (FP&A)” course. This course expands on many of the concepts taught in FP&A and supplements them with industry insights and guest speakers. For this reason, this course is mutually exclusive with the elective course “B8007 – Financial Planning & Analysis”. If you have taken FP&A, you will not be able to enroll in this course for credit.  Please contact me immediately in case of such a conflict. The following specific topics will be addressed: • Profitability analysis to assess individual products • Customer relationship management using customer lifetime value (CLV) • Budgeting and variances • Performance evaluation for profit centers and investment centers • Performance-based pay: team incentives, relative performance evaluation, etc. • Corporate governance: the C-suite and the role of compensation consultants • The “War of Metrics”: Cash Flow, EVA, Balanced Scorecards, etc. • Innovative ways to deviate from GAAP rules to better measure value creation • Issues specific to multinational enterprises (MNEs), e.g., taxation • Industry-specific insights: performance measurement in key industries",School of Business,elective,elective,elective,breadth,no,"['Monday', 'Wednesday']",9.0,12.25
20261BUEC8216B001,BUECB8216,Spring 2026 Business Economics B8216 section 001,001,ECONOMICS OF STRATEGIC BEHAVIOR,3.0,820 Kravis Hall,"54 students (74 max) as of 11:06AM Monday, April 27, 2026",,Paola M Valenti,LECTURE,In-Person,"This course examines the underlying economics of successful business strategy: the strategic imperatives of competitive markets, the sources and dynamics of competitive advantage, managing competitive interactions, and the organizational implementation of business strategy. The course combines case discussion and analysis (approximately two thirds) with lectures (one third).  The emphasis is on the ability to apply a small number of principles effectively and creatively, not the mastery of detailed aspects of the theory.  The course offers excellent background for all consultants, managers and corporate finance generalists.",School of Business,elective,elective,elective,breadth,no,"['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",9.0,17.0
20261BUEC8216B002,BUECB8216,Spring 2026 Business Economics B8216 section 002,002,ECONOMICS OF STRATEGIC BEHAVIOR,3.0,820 Kravis Hall,"37 students (50 max) as of 11:06AM Monday, April 27, 2026",,Paola M Valenti,LECTURE,In-Person,"This course examines the underlying economics of successful business strategy: the strategic imperatives of competitive markets, the sources and dynamics of competitive advantage, managing competitive interactions, and the organizational implementation of business strategy. The course combines case discussion and analysis (approximately two thirds) with lectures (one third).  The emphasis is on the ability to apply a small number of principles effectively and creatively, not the mastery of detailed aspects of the theory.  The course offers excellent background for all consultants, managers and corporate finance generalists.",School of Business,elective,elective,elective,breadth,no,"['Monday', 'Wednesday']",14.333333333333334,15.833333333333334
20261BUEC8216B003,BUECB8216,Spring 2026 Business Economics B8216 section 003,003,ECONOMICS OF STRATEGIC BEHAVIOR,3.0,820 Kravis Hall,"31 students (50 max) as of 11:06AM Monday, April 27, 2026",,Paola M Valenti,LECTURE,In-Person,"This course examines the underlying economics of successful business strategy: the strategic imperatives of competitive markets, the sources and dynamics of competitive advantage, managing competitive interactions, and the organizational implementation of business strategy. The course combines case discussion and analysis (approximately two thirds) with lectures (one third).  The emphasis is on the ability to apply a small number of principles effectively and creatively, not the mastery of detailed aspects of the theory.  The course offers excellent background for all consultants, managers and corporate finance generalists.",School of Business,elective,elective,elective,breadth,no,"['Monday', 'Wednesday']",16.166666666666668,17.666666666666668
20261BUEC8251B001,BUECB8251,Spring 2026 Business Economics B8251 section 001,001,Financial Markets and the Macroeconomy,3.0,520 GEFFEN HALL,"67 students (74 max) as of 11:06AM Monday, April 27, 2026",,Frederic S Mishkin,LECTURE,In-Person,"The course is intended to help students understand the role that financial markets and monetary policy play in the global economic environment that they will have to face in the future. It also provides an understanding of the underlying institutions, both political and economic, that either make financial markets work well or that interfere with the efficient performance of these markets. The course develops a series of applications of principles from finance and economics that explore the connection between financial markets and the macro economy. In addition, given the instructor’s prior position as a governor of the Federal Reserve, the class also provides an inside view on how the most important players in financial markets, central banks, operate and how monetary policy is conducted. The course will have a strong international orientation by examining monetary policy and financial crises in many countries and possible reforms of the international financial system. We will also focus on current events reported in the financial press with an extensive and open-ended discussion of 20-30 30 minutes in every class in which we will use the analytic frameworks developed in class to help us to understand these developments.",School of Business,elective,elective,elective,breadth,no,"['Monday', 'Wednesday']",14.333333333333334,15.833333333333334
20261BUEC8251B002,BUECB8251,Spring 2026 Business Economics B8251 section 002,002,Financial Markets and the Macroeconomy,3.0,520 GEFFEN HALL,"65 students (74 max) as of 11:06AM Monday, April 27, 2026",,Frederic S Mishkin,LECTURE,In-Person,"The course is intended to help students understand the role that financial markets and monetary policy play in the global economic environment that they will have to face in the future. It also provides an understanding of the underlying institutions, both political and economic, that either make financial markets work well or that interfere with the efficient performance of these markets. The course develops a series of applications of principles from finance and economics that explore the connection between financial markets and the macro economy. In addition, given the instructor’s prior position as a governor of the Federal Reserve, the class also provides an inside view on how the most important players in financial markets, central banks, operate and how monetary policy is conducted. The course will have a strong international orientation by examining monetary policy and financial crises in many countries and possible reforms of the international financial system. We will also focus on current events reported in the financial press with an extensive and open-ended discussion of 20-30 30 minutes in every class in which we will use the analytic frameworks developed in class to help us to understand these developments.",School of Business,elective,elective,elective,breadth,no,"['Monday', 'Wednesday']",16.166666666666668,17.666666666666668
20261BUEC8255B001,BUECB8255,Spring 2026 Business Economics B8255 section 001,001,FinTech: Consumer Financial Services,3.0,620 Kravis Hall,"73 students (74 max) as of 11:06AM Monday, April 27, 2026",,Stephen Zeldes,LECTURE,In-Person,"Technological innovation has been transforming the financial services industry, and further disruption is almost a certainty. Financial Technology (“FinTech”) start-ups are tackling many realms of consumer financial services, including mobile payments, foreign exchange, marketplace (peer-to-peer) lending, saving and investing, financial advice (robo-advisers), and property-casualty, health and life insurance. The goal of this course is to understand the economic and technological forces driving this change and to learn how to harness them in a responsible way. The curriculum is organized by product areas within consumer financial services, and for each area we’ll cover the underlying economics, the technology, the public policy issues, the competition, and the potential for collaboration between start-ups and the incumbents. Note that we will not cover in depth the topics of cryptocurrencies and blockchain - if these are your primary interests, there are other courses offered focusing specifically on these topics. A key component of the course is a collaborative team student project: each team will propose and develop a prototype for a new fintech venture. At the end of the semester each team will present its project to the class, and a guest from an NYC venture capital firm will join us and provide feedback.",School of Business,elective,elective,elective,breadth,no,['Wednesday'],14.333333333333334,17.583333333333332
20261BUEC8263B001,BUECB8263,Spring 2026 Business Economics B8263 section 001,001,Anti-Trust in the Modern Economy,3.0,520 GEFFEN HALL,"34 students (50 max) as of 11:06AM Monday, April 27, 2026",,Paola M Valenti,LECTURE,In-Person,"Are Google search practices anticompetitive? Should Facebook be broken up? Does Amazon have too much market power? The course will present the economic rationale for competition policy and provide students with an understanding of the practice of competition law.  Through the examination of prominent antitrust actions, we will review the economic theories underlying competition law and we will discuss how competition policy places limits on firm behavior and affects firm strategies and managerial choices. The course will start with an overview of the institutional framework of competition policy in the U.S. and in the E.U. and an economic analysis of welfare implications of market power. Then, it will address different types of actions that are the focus of competition policy enforcement: mergers, collusions, and unilateral conducts. These actions will be analyzed through the study of well-known antitrust actions in the U.S. and in the E.U. In particular, the course will focus on recent cases in the digital economy.",School of Business,elective,elective,elective,breadth,no,"['Monday', 'Wednesday']",10.833333333333334,12.333333333333334
20261BUEC8315B001,BUECB8315,Spring 2026 Business Economics B8315 section 001,001,Game Theory and Business,1.5,570 GEFFEN HALL,"40 students (50 max) as of 11:06AM Monday, April 27, 2026",,Alessandro Citanna,LECTURE,In-Person,"In most business circumstances, managers and organizations take decisions that affect each other. We call such situations games."" Game Theory provides a framework for analyzing and predicting behaviors and outcomes in situations of strategic interaction. The goal of this course is to provide students with the essential tools of game theory, and demonstrate their use by applying them to a variety business situations and cases.""",School of Business,elective,elective,elective,breadth,no,"['Tuesday', 'Thursday']",9.0,10.5
20261BUEC8315B002,BUECB8315,Spring 2026 Business Economics B8315 section 002,002,Game Theory and Business,1.5,570 GEFFEN HALL,"45 students (50 max) as of 11:06AM Monday, April 27, 2026",,Alessandro Citanna,LECTURE,In-Person,"In most business circumstances, managers and organizations take decisions that affect each other. We call such situations games."" Game Theory provides a framework for analyzing and predicting behaviors and outcomes in situations of strategic interaction. The goal of this course is to provide students with the essential tools of game theory, and demonstrate their use by applying them to a variety business situations and cases.""",School of Business,elective,elective,elective,breadth,no,"['Tuesday', 'Thursday']",10.833333333333334,12.333333333333334
20261BUEC8366B001,BUECB8366,Spring 2026 Business Economics B8366 section 001,001,The Media Industries: Public P,3.0,570 GEFFEN HALL,"37 students (48 max) as of 11:06AM Monday, April 27, 2026",,Jonathan A Knee,LECTURE,In-Person,"The course is designed to introduce law and business students to the unusual regulatory and business conditions and challenges in the media industries. A variety of topics are covered including intellectual property, the history and structure of the media industries, communications regulation, strategies of integration and consolidation and patterns of innovation in the media industry.",School of Business,elective,elective,elective,breadth,no,['Monday'],14.333333333333334,17.583333333333332
20261BUEC8498B001,BUECB8498,Spring 2026 Business Economics B8498 section 001,001,Mergers & Acquisitions in Medi,3.0,410 Kravis Hall,"36 students (36 max) as of 11:06AM Monday, April 27, 2026",,Jonathan A Knee,LECTURE,In-Person,"The course is an advanced Mergers & Acquisitions Seminar that focuses on current trends and recent developments in the media industry. The course will be divided into two parts. Each week during Part I will be devoted to the analysis of a different recent media transaction. The pedagogic framework is not structurally different from traditional M&A analysis. The overlay of mediaspecific commercial, strategic and regulatory issues will provide additional insight into a particularly dynamic segment of the economy. Each week will focus on a different transaction type (e.g., cash divesture, cash acquisition, stock merger etc.) different media industry sub-sector (e.g., cable, newspapers, broadcasting etc.) and different aspects of the analytical framework (e.g., financial analysis, corporate governance etc.) Part II will be devoted to group board presentations of hypothetical transactions. Groups must be formed and have their hypothetical transaction approved by the instructor by week 4 of the course. Course grades will be primarily based on the quality of written materials and presentations by the group. Each group member will receive the same grade on their project. 20% of the course grade will be on based on individual weekly homework assignments. Outside speakers/board members with first-hand knowledge of the industries and transactions considered will participate during both Part I and Part II of the course.",School of Business,elective,elective,elective,breadth,no,['Tuesday'],14.333333333333334,17.583333333333332
20261BUEC9211B001,BUECB9211,Spring 2026 Business Economics B9211 section 001,001,(PhD) Economic Theory IV,1.5,380 GEFFEN HALL,"6 students (25 max) as of 11:06AM Monday, April 27, 2026",,Paolo Siconolfi,SEMINAR,In-Person,,School of Business,elective,elective,elective,breadth,no,"['Monday', 'Wednesday']",18.0,19.5
20261BUSI8705B001,BUSIB8705,Spring 2026 Business B8705 section 001,001,Business and Climate Change,1.5,690 Kravis Hall,"68 students (74 max) as of 11:06AM Monday, April 27, 2026",,Gernot Wagner,LECTURE,In-Person,"Climate science informs us that global emissions of greenhouse gas emissions must be rapidly and dramatically reduced if humanity is to avoid catastrophic climate change. After three centuries of rising emissions, the entire global economy must now decarbonize in the coming three decades. Fortunately, most of the technologies and investment capital necessary to reduce and eventually eliminate emissions exist or are in development, but the urgency to implement those solutions is critical. This course provides an overview of climate change, its effects on business, and how businesses can (and should) respond. The course covers emissions sources and their impact on climate change, followed by an exploration of the policy landscape, including current legislation, carbon markets, and climate justice. The course then evaluates current and evolving mitigation technologies, reviews the tools of climate finance, and considers strategies for reducing emissions to net zero. Finally, the course introduces the role of businesses in addressing climate change, including net-zero goals, actions they can take to mitigate their impact, and the perspectives of shareholders. Throughout the course, the business case for climate action is emphasized, highlighting the economic benefits of taking action to address climate change.",School of Business,elective,elective,elective,breadth,no,['Thursday'],9.0,13.0
20261BUSI8705B002,BUSIB8705,Spring 2026 Business B8705 section 002,002,Business and Climate Change,1.5,620 GEFFEN HALL,"67 students (74 max) as of 11:06AM Monday, April 27, 2026",,Gernot Wagner,LECTURE,In-Person,"Climate science informs us that global emissions of greenhouse gas emissions must be rapidly and dramatically reduced if humanity is to avoid catastrophic climate change. After three centuries of rising emissions, the entire global economy must now decarbonize in the coming three decades. Fortunately, most of the technologies and investment capital necessary to reduce and eventually eliminate emissions exist or are in development, but the urgency to implement those solutions is critical. This course provides an overview of climate change, its effects on business, and how businesses can (and should) respond. The course covers emissions sources and their impact on climate change, followed by an exploration of the policy landscape, including current legislation, carbon markets, and climate justice. The course then evaluates current and evolving mitigation technologies, reviews the tools of climate finance, and considers strategies for reducing emissions to net zero. Finally, the course introduces the role of businesses in addressing climate change, including net-zero goals, actions they can take to mitigate their impact, and the perspectives of shareholders. Throughout the course, the business case for climate action is emphasized, highlighting the economic benefits of taking action to address climate change.",School of Business,elective,elective,elective,breadth,no,['Monday'],9.0,12.25
20261DROM8102B001,DROMB8102,"Spring 2026 Decision, Risk & Operations Management B8102 section 001",001,Process Improvement and Growth,3.0,690 Kravis Hall,"44 students (44 max) as of 11:06AM Monday, April 27, 2026",,,LECTURE,In-Person,"This class brings business operations and management science classes to the field with real-world experience. Through experiential learning, we will bridge the gap between theory and practice with international case discussions, conversations with guest speakers and hands-on company sponsored projects. Different to most classes in the school, in this class students will be exposed to a series of international cases and examples based on medium-sized, fast-growing entrepreneurial ventures. Each session will also include a guest speaker, often times the protagonist of the case studied, giving the students the opportunity to learn directly from successful entrepreneurs and senior executives. Additionally, students will put into practice the concept of process improvement by working on a company-sponsored applied project. Teams of 4-5 people, 3-4 MBA/EMBA students and 1-2 engineering (SEAS) students, will work hand in hand with the instructors and company representatives to achieve company goals. For example, teams may be tasked with re-designing the logistical strategy of distribution of the company to get rid of inefficiencies, or identify and find strategies to eliminate areas of waste within the companies’ processes, or analyze customer feedback and design operational solutions to increase customer satisfaction, etc. Enrollment in this course is by application only. To apply, please follow this link: https://forms.gle/EG6buNZqQYEgN2EH9",School of Business,elective,elective,elective,dro,no,['Tuesday'],18.0,21.25
20261DROM8103B001,DROMB8103,"Spring 2026 Decision, Risk & Operations Management B8103 section 001",001,Business Analytics II: Foundations of AI,1.5,620 Kravis Hall,"73 students (74 max) as of 11:06AM Monday, April 27, 2026",,Hongseok Namkoong,LECTURE,In-Person,"Business analytics refers to the ways in which enterprises such as businesses, non-profits, and governments use data to gain insights and make better decisions. Business analytics is applied in operations, marketing, finance, and strategic planning among other functions. Modern data collection methods – arising in bioinformatics, mobile platforms, and previously unanalyzable data like text and images – are leading an explosive growth in the volume of data available for decision making. The ability to use data effectively to drive rapid, precise, and profitable decisions has been a critical strategic advantage for companies as diverse as Walmart, Google, Capital One, and Disney. Many startups are based on the application of AI & analytics to large databases. With the increasing availability of broad and deep sources of information – so-called “Big Data” – business analytics are becoming an even more critical capability for enterprises of all types and all sizes. AI is beginning to impact every dimension of business and society. In many industries, you will need to be literate in AI to be a successful business leader. The Business Analytics sequence is designed to prepare you to play an active role in shaping the future of AI and business. You will develop a critical understanding of modern analytics methodology, studying its foundations, potential applications, and – perhaps most importantly – limitations.",School of Business,elective,elective,elective,dro,no,['Tuesday'],14.333333333333334,17.583333333333332
20261DROM8103B002,DROMB8103,"Spring 2026 Decision, Risk & Operations Management B8103 section 002",002,Business Analytics II: Foundations of AI,1.5,620 Kravis Hall,"66 students (74 max) as of 11:06AM Monday, April 27, 2026",,Hongseok Namkoong,LECTURE,In-Person,"Business analytics refers to the ways in which enterprises such as businesses, non-profits, and governments use data to gain insights and make better decisions. Business analytics is applied in operations, marketing, finance, and strategic planning among other functions. Modern data collection methods – arising in bioinformatics, mobile platforms, and previously unanalyzable data like text and images – are leading an explosive growth in the volume of data available for decision making. The ability to use data effectively to drive rapid, precise, and profitable decisions has been a critical strategic advantage for companies as diverse as Walmart, Google, Capital One, and Disney. Many startups are based on the application of AI & analytics to large databases. With the increasing availability of broad and deep sources of information – so-called “Big Data” – business analytics are becoming an even more critical capability for enterprises of all types and all sizes. AI is beginning to impact every dimension of business and society. In many industries, you will need to be literate in AI to be a successful business leader. The Business Analytics sequence is designed to prepare you to play an active role in shaping the future of AI and business. You will develop a critical understanding of modern analytics methodology, studying its foundations, potential applications, and – perhaps most importantly – limitations.",School of Business,elective,elective,elective,dro,no,['Wednesday'],9.0,12.25
20261DROM8103B003,DROMB8103,"Spring 2026 Decision, Risk & Operations Management B8103 section 003",003,Business Analytics II: Foundations of AI,1.5,620 GEFFEN HALL,"65 students (74 max) as of 11:06AM Monday, April 27, 2026",,Hongseok Namkoong,LECTURE,In-Person,"Business analytics refers to the ways in which enterprises such as businesses, non-profits, and governments use data to gain insights and make better decisions. Business analytics is applied in operations, marketing, finance, and strategic planning among other functions. Modern data collection methods – arising in bioinformatics, mobile platforms, and previously unanalyzable data like text and images – are leading an explosive growth in the volume of data available for decision making. The ability to use data effectively to drive rapid, precise, and profitable decisions has been a critical strategic advantage for companies as diverse as Walmart, Google, Capital One, and Disney. Many startups are based on the application of AI & analytics to large databases. With the increasing availability of broad and deep sources of information – so-called “Big Data” – business analytics are becoming an even more critical capability for enterprises of all types and all sizes. AI is beginning to impact every dimension of business and society. In many industries, you will need to be literate in AI to be a successful business leader. The Business Analytics sequence is designed to prepare you to play an active role in shaping the future of AI and business. You will develop a critical understanding of modern analytics methodology, studying its foundations, potential applications, and – perhaps most importantly – limitations.",School of Business,elective,elective,elective,dro,no,['Wednesday'],14.333333333333334,17.583333333333332
20261DROM8106B001,DROMB8106,"Spring 2026 Decision, Risk & Operations Management B8106 section 001",001,Operations Strategy,3.0,640 GEFFEN HALL,"62 students (65 max) as of 11:06AM Monday, April 27, 2026",,Medini Singh,LECTURE,In-Person,"A firm's operations encompass all the activities that are performed in order to produce and deliver a product or a service. An operations strategy refers to a set of operational decisions that a firm makes to achieve a long-term competitive advantage. These decisions may be about the firms facilities, its technology/process choices, its relationships with both upstream and downstream business partners etc. The goal of this course is to provide students with an understanding of how and why operational decisions are integral to a firms success. The course builds on concepts from the core Operations Management course and the core Strategy Formulation course. It is highly relevant to anyone whose work requires the strategic analysis of a firms operations, including those interested in consulting, entrepreneurship, mergers and acquisitions, private equity, investment analysis, and general management. The course consists of four modules. The first module, Strategic Alignment,"" explores the question of how a firms operations should be structured so as to be consistent with the firms chosen way to compete. The second module, ""Firm Boundaries,"" considers the question of what operational activities should remain in house and what should be done by a business partner and the long-term implications of these decisions on competitive advantage. This module also addresses the issue of managing the business relationships with supply chain partners. The third module, ""Internal Operations,"" considers key decision categories in operations, e.g., capacity decisions, process choices, IT implementation, and managing networks, and shows how these decisions can lead to distinctive capabilities. The final module, ""New Challenges,"" is set aside to address new topics that reflect the current trends in the business environment.""",School of Business,elective,elective,elective,dro,no,['Monday'],14.333333333333334,17.583333333333332
20261DROM8106B002,DROMB8106,"Spring 2026 Decision, Risk & Operations Management B8106 section 002",002,Operations Strategy,3.0,640 GEFFEN HALL,"62 students (65 max) as of 11:06AM Monday, April 27, 2026",,Medini Singh,LECTURE,In-Person,"A firm's operations encompass all the activities that are performed in order to produce and deliver a product or a service. An operations strategy refers to a set of operational decisions that a firm makes to achieve a long-term competitive advantage. These decisions may be about the firms facilities, its technology/process choices, its relationships with both upstream and downstream business partners etc. The goal of this course is to provide students with an understanding of how and why operational decisions are integral to a firms success. The course builds on concepts from the core Operations Management course and the core Strategy Formulation course. It is highly relevant to anyone whose work requires the strategic analysis of a firms operations, including those interested in consulting, entrepreneurship, mergers and acquisitions, private equity, investment analysis, and general management. The course consists of four modules. The first module, Strategic Alignment,"" explores the question of how a firms operations should be structured so as to be consistent with the firms chosen way to compete. The second module, ""Firm Boundaries,"" considers the question of what operational activities should remain in house and what should be done by a business partner and the long-term implications of these decisions on competitive advantage. This module also addresses the issue of managing the business relationships with supply chain partners. The third module, ""Internal Operations,"" considers key decision categories in operations, e.g., capacity decisions, process choices, IT implementation, and managing networks, and shows how these decisions can lead to distinctive capabilities. The final module, ""New Challenges,"" is set aside to address new topics that reflect the current trends in the business environment.""",School of Business,elective,elective,elective,dro,no,['Tuesday'],9.0,12.25
20261DROM8106B003,DROMB8106,"Spring 2026 Decision, Risk & Operations Management B8106 section 003",003,Operations Strategy,3.0,640 GEFFEN HALL,"67 students (65 max) as of 11:06AM Monday, April 27, 2026",,Medini Singh,LECTURE,In-Person,"A firm's operations encompass all the activities that are performed in order to produce and deliver a product or a service. An operations strategy refers to a set of operational decisions that a firm makes to achieve a long-term competitive advantage. These decisions may be about the firms facilities, its technology/process choices, its relationships with both upstream and downstream business partners etc. The goal of this course is to provide students with an understanding of how and why operational decisions are integral to a firms success. The course builds on concepts from the core Operations Management course and the core Strategy Formulation course. It is highly relevant to anyone whose work requires the strategic analysis of a firms operations, including those interested in consulting, entrepreneurship, mergers and acquisitions, private equity, investment analysis, and general management. The course consists of four modules. The first module, Strategic Alignment,"" explores the question of how a firms operations should be structured so as to be consistent with the firms chosen way to compete. The second module, ""Firm Boundaries,"" considers the question of what operational activities should remain in house and what should be done by a business partner and the long-term implications of these decisions on competitive advantage. This module also addresses the issue of managing the business relationships with supply chain partners. The third module, ""Internal Operations,"" considers key decision categories in operations, e.g., capacity decisions, process choices, IT implementation, and managing networks, and shows how these decisions can lead to distinctive capabilities. The final module, ""New Challenges,"" is set aside to address new topics that reflect the current trends in the business environment.""",School of Business,elective,elective,elective,dro,no,['Tuesday'],14.333333333333334,17.583333333333332
20261DROM8106B004,DROMB8106,"Spring 2026 Decision, Risk & Operations Management B8106 section 004",004,Operations Strategy,3.0,640 GEFFEN HALL,"64 students (65 max) as of 11:06AM Monday, April 27, 2026",,Medini Singh,LECTURE,In-Person,"A firm's operations encompass all the activities that are performed in order to produce and deliver a product or a service. An operations strategy refers to a set of operational decisions that a firm makes to achieve a long-term competitive advantage. These decisions may be about the firms facilities, its technology/process choices, its relationships with both upstream and downstream business partners etc. The goal of this course is to provide students with an understanding of how and why operational decisions are integral to a firms success. The course builds on concepts from the core Operations Management course and the core Strategy Formulation course. It is highly relevant to anyone whose work requires the strategic analysis of a firms operations, including those interested in consulting, entrepreneurship, mergers and acquisitions, private equity, investment analysis, and general management. The course consists of four modules. The first module, Strategic Alignment,"" explores the question of how a firms operations should be structured so as to be consistent with the firms chosen way to compete. The second module, ""Firm Boundaries,"" considers the question of what operational activities should remain in house and what should be done by a business partner and the long-term implications of these decisions on competitive advantage. This module also addresses the issue of managing the business relationships with supply chain partners. The third module, ""Internal Operations,"" considers key decision categories in operations, e.g., capacity decisions, process choices, IT implementation, and managing networks, and shows how these decisions can lead to distinctive capabilities. The final module, ""New Challenges,"" is set aside to address new topics that reflect the current trends in the business environment.""",School of Business,elective,elective,elective,dro,no,['Wednesday'],9.0,12.25
20261DROM8106B005,DROMB8106,"Spring 2026 Decision, Risk & Operations Management B8106 section 005",005,Operations Strategy,3.0,640 GEFFEN HALL,"62 students (65 max) as of 11:06AM Monday, April 27, 2026",,Medini Singh,LECTURE,In-Person,"A firm's operations encompass all the activities that are performed in order to produce and deliver a product or a service. An operations strategy refers to a set of operational decisions that a firm makes to achieve a long-term competitive advantage. These decisions may be about the firms facilities, its technology/process choices, its relationships with both upstream and downstream business partners etc. The goal of this course is to provide students with an understanding of how and why operational decisions are integral to a firms success. The course builds on concepts from the core Operations Management course and the core Strategy Formulation course. It is highly relevant to anyone whose work requires the strategic analysis of a firms operations, including those interested in consulting, entrepreneurship, mergers and acquisitions, private equity, investment analysis, and general management. The course consists of four modules. The first module, Strategic Alignment,"" explores the question of how a firms operations should be structured so as to be consistent with the firms chosen way to compete. The second module, ""Firm Boundaries,"" considers the question of what operational activities should remain in house and what should be done by a business partner and the long-term implications of these decisions on competitive advantage. This module also addresses the issue of managing the business relationships with supply chain partners. The third module, ""Internal Operations,"" considers key decision categories in operations, e.g., capacity decisions, process choices, IT implementation, and managing networks, and shows how these decisions can lead to distinctive capabilities. The final module, ""New Challenges,"" is set aside to address new topics that reflect the current trends in the business environment.""",School of Business,elective,elective,elective,dro,no,['Wednesday'],14.333333333333334,17.583333333333332
20261DROM8106B006,DROMB8106,"Spring 2026 Decision, Risk & Operations Management B8106 section 006",006,Operations Strategy,3.0,640 GEFFEN HALL,"57 students (65 max) as of 11:06AM Monday, April 27, 2026",,Medini Singh,LECTURE,In-Person,"A firm's operations encompass all the activities that are performed in order to produce and deliver a product or a service. An operations strategy refers to a set of operational decisions that a firm makes to achieve a long-term competitive advantage. These decisions may be about the firms facilities, its technology/process choices, its relationships with both upstream and downstream business partners etc. The goal of this course is to provide students with an understanding of how and why operational decisions are integral to a firms success. The course builds on concepts from the core Operations Management course and the core Strategy Formulation course. It is highly relevant to anyone whose work requires the strategic analysis of a firms operations, including those interested in consulting, entrepreneurship, mergers and acquisitions, private equity, investment analysis, and general management. The course consists of four modules. The first module, Strategic Alignment,"" explores the question of how a firms operations should be structured so as to be consistent with the firms chosen way to compete. The second module, ""Firm Boundaries,"" considers the question of what operational activities should remain in house and what should be done by a business partner and the long-term implications of these decisions on competitive advantage. This module also addresses the issue of managing the business relationships with supply chain partners. The third module, ""Internal Operations,"" considers key decision categories in operations, e.g., capacity decisions, process choices, IT implementation, and managing networks, and shows how these decisions can lead to distinctive capabilities. The final module, ""New Challenges,"" is set aside to address new topics that reflect the current trends in the business environment.""",School of Business,elective,elective,elective,dro,no,['Thursday'],14.333333333333334,17.583333333333332
